sz000837,*ST秦机
sz000838,财信发展
sz000839,中信国安
sz000848,承德露露
sz000850,华茂股份
sz000851,高鸿股份
sz000852,石化机械
sz000856,冀东装备
sz000858,五 粮 液
sz000859,国风塑业
sz000860,顺鑫农业
sz000861,海印股份
sz000862,银星能源
sz000863,三湘印象
sz000868,ST安凯
sz000869,张  裕Ａ
sz000875,吉电股份
sz000876,新 希 望
sz000877,天山股份
sz000878,云南铜业
sz000880,潍柴重机
sz000881,中广核技
sz000882,华联股份
sz000883,湖北能源
sz000885,城发环境
sz000886,海南高速
sz000887,中鼎股份
sz000888,峨眉山Ａ
sz000889,中嘉博创
sz000890,*ST胜尔
sz000892,欢瑞世纪
sz000893,东凌国际
sz000895,双汇发展
sz000897,津滨发展
sz000898,鞍钢股份
sz000899,赣能股份
sz000900,现代投资
sz000901,航天科技
sz000902,新洋丰
sz000903,云内动力
sz000905,厦门港务
sz000906,浙商中拓
sz000908,景峰医药
sz000909,数源科技
sz000910,大亚圣象
sz000911,ST南糖
sz000912,泸天化
sz000913,钱江摩托
sz000915,山大华特
sz000917,电广传媒
sz000918,嘉凯城
sz000919,金陵药业
sz000920,南方汇通
sz000921,海信家电
sz000922,佳电股份
sz000923,河钢资源
sz000925,众合科技
sz000926,福星股份
sz000927,*ST夏利
sz000928,中钢国际
sz000929,兰州黄河
sz000930,中粮科技
sz000931,中 关 村
sz000932,华菱钢铁
sz000933,神火股份
sz000935,四川双马
sz000936,华西股份
sz000937,冀中能源
sz000938,紫光股份
sz000939,*ST凯迪
sz000948,南天信息
sz000949,新乡化纤
sz000950,重药控股
sz000951,中国重汽
sz000952,广济药业
sz000953,*ST河化
sz000955,欣龙控股
sz000957,中通客车
sz000958,东方能源
sz000959,首钢股份
sz000960,锡业股份
sz000961,中南建设
sz000962,东方钽业
sz000963,华东医药
sz000965,天保基建
sz000966,长源电力
sz000967,盈峰环境
sz000968,蓝焰控股
sz000969,安泰科技
sz000970,中科三环
sz000971,*ST高升
sz000972,ST中基
sz000973,佛塑科技
sz000975,银泰黄金
sz000976,华铁股份
sz000977,浪潮信息
sz000978,桂林旅游
sz000980,*ST众泰
sz000981,*ST银亿
sz000982,*ST 中绒
sz000983,西山煤电
sz000985,大庆华科
sz000987,越秀金控
sz000988,华工科技
sz000989,九 芝 堂
sz000990,诚志股份
sz000993,闽东电力
sz000995,*ST皇台
sz000996,中国中期
sz000997,新 大 陆
sz000998,隆平高科
sz000999,华润三九
sz001696,宗申动力
sz001872,招商港口
sz001896,豫能控股
sz001914,招商积余
sz001965,招商公路
sz001979,招商蛇口
sz002001,新 和 成
sz002002,鸿达兴业
sz002003,伟星股份
sz002004,华邦健康
sz002005,*ST德豪
sz002006,精功科技
sz002007,华兰生物
sz002008,大族激光
sz002009,天奇股份
sz002010,传化智联
sz002011,盾安环境
sz002012,凯恩股份
sz002013,中航机电
sz002014,永新股份
sz002015,协鑫能科
sz002016,世荣兆业
sz002017,东信和平
sz002019,亿帆医药
sz002020,京新药业
sz002021,ST中捷
sz002022,科华生物
sz002023,海特高新
sz002024,苏宁易购
sz002025,航天电器
sz002026,山东威达
sz002027,分众传媒
sz002028,思源电气
sz002029,七 匹 狼
sz002030,达安基因
sz002031,巨轮智能
sz002032,苏 泊 尔
sz002033,丽江股份
sz002034,旺能环境
sz002035,华帝股份
sz002036,联创电子
sz002037,保利联合
sz002038,双鹭药业
sz002039,黔源电力
sz002040,南 京 港
sz002041,登海种业
sz002042,华孚时尚
sz002043,兔 宝 宝
sz002044,美年健康
sz002045,国光电器
sz002046,轴研科技
sz002047,宝鹰股份
sz002048,宁波华翔
sz002049,紫光国微
sz002050,三花智控
sz002051,中工国际
sz002052,*ST同洲
sz002053,云南能投
sz002054,德美化工
sz002055,得润电子
sz002056,横店东磁
sz002057,中钢天源
sz002058,威 尔 泰
sz002059,云南旅游
sz002060,粤 水 电
sz002061,浙江交科
sz002062,宏润建设
sz002063,远光软件
sz002064,华峰氨纶
sz002065,东华软件
sz002066,瑞泰科技
sz002067,景兴纸业
sz002068,黑猫股份
sz002069,獐子岛
sz002071,*ST长城
sz002072,ST凯瑞
sz002073,软控股份
sz002074,国轩高科
sz002075,沙钢股份
sz002076,*ST雪莱
sz002077,*ST大港
sz002078,太阳纸业
sz002079,苏州固锝
sz002080,中材科技
sz002081,金 螳 螂
sz002082,万邦德
sz002083,孚日股份
sz002084,海鸥住工
sz002085,万丰奥威
sz002086,*ST东洋
sz002087,新野纺织
sz002088,鲁阳节能
sz002089,*ST新海
sz002090,金智科技
sz002091,江苏国泰
sz002092,中泰化学
sz002093,国脉科技
sz002094,青岛金王
sz002095,生 意 宝
sz002096,南岭民爆
sz002097,山河智能
sz002098,浔兴股份
sz002099,海翔药业
sz002100,天康生物
sz002101,广东鸿图
sz002102,ST冠福
sz002103,广博股份
sz002104,恒宝股份
sz002105,信隆健康
sz002106,莱宝高科
sz002107,沃华医药
sz002108,沧州明珠
sz002109,兴化股份
sz002110,三钢闽光
sz002111,威海广泰
sz002112,三变科技
sz002113,*ST天润
sz002114,罗平锌电
sz002115,三维通信
sz002116,中国海诚
sz002117,东港股份
sz002118,紫鑫药业
sz002119,康强电子
sz002120,韵达股份
sz002121,*ST科陆
sz002122,*ST天马
sz002123,梦网集团
sz002124,天邦股份
sz002125,湘潭电化
sz002126,银轮股份
sz002127,南极电商
sz002128,露天煤业
sz002129,中环股份
sz002130,沃尔核材
sz002131,利欧股份
sz002132,恒星科技
sz002133,广宇集团
sz002134,天津普林
sz002135,东南网架
sz002136,安 纳 达
sz002137,麦达数字
sz002138,顺络电子
sz002139,拓邦股份
sz002140,东华科技
sz002141,贤丰控股
sz002142,宁波银行
sz002144,宏达高科
sz002145,中核钛白
sz002146,荣盛发展
sz002147,*ST新光
sz002148,北纬科技
sz002149,西部材料
sz002150,通润装备
sz002151,北斗星通
sz002152,广电运通
sz002153,石基信息
sz002154,报 喜 鸟
sz002155,湖南黄金
sz002156,通富微电
sz002157,正邦科技
sz002158,汉钟精机
sz002159,三特索道
sz002160,常铝股份
sz002161,远 望 谷
sz002162,悦心健康
sz002163,海南发展
sz002164,宁波东力
sz002165,红 宝 丽
sz002166,莱茵生物
sz002167,东方锆业
sz002168,惠程科技
sz002169,智光电气
sz002170,芭田股份
sz002171,楚江新材
sz002172,澳洋健康
sz002173,创新医疗
sz002174,游族网络
sz002175,*ST东网
sz002176,*ST江特
sz002177,御银股份
sz002178,延华智能
sz002179,中航光电
sz002180,纳思达
sz002181,粤 传 媒
sz002182,云海金属
sz002183,怡 亚 通
sz002184,海得控制
sz002185,华天科技
sz002186,全 聚 德
sz002187,广百股份
sz002188,ST巴士
sz002189,中光学
sz002190,成飞集成
sz002191,劲嘉股份
sz002192,*ST融捷
sz002193,如意集团
sz002194,武汉凡谷
sz002195,二三四五
sz002196,方正电机
sz002197,证通电子
sz002198,嘉应制药
sz002199,东晶电子
sz002200,ST云投
sz002201,九鼎新材
sz002202,金风科技
sz002203,海亮股份
sz002204,大连重工
sz002205,国统股份
sz002206,海 利 得
sz002207,准油股份
sz002208,合肥城建
sz002209,达 意 隆
sz002210,*ST飞马
sz002211,宏达新材
sz002212,南洋股份
sz002213,特 尔 佳
sz002214,大立科技
sz002215,诺 普 信
sz002216,三全食品
sz002217,合力泰
sz002218,拓日新能
sz002219,*ST恒康
sz002220,天宝退
sz002221,东华能源
sz002222,福晶科技
sz002223,鱼跃医疗
sz002224,三 力 士
sz002225,濮耐股份
sz002226,江南化工
sz002227,奥 特 迅
sz002228,合兴包装
sz002229,鸿博股份
sz002230,科大讯飞
sz002231,奥维通信
sz002232,启明信息
sz002233,塔牌集团
sz002234,民和股份
sz002235,安妮股份
sz002236,大华股份
sz002237,恒邦股份
sz002238,天威视讯
sz002239,奥特佳
sz002240,威华股份
sz002241,歌尔股份
sz002242,九阳股份
sz002243,通产丽星
sz002244,滨江集团
sz002245,澳洋顺昌
sz002246,北化股份
sz002247,*ST聚力
sz002248,华东数控
sz002249,大洋电机
sz002250,联化科技
sz002251,步 步 高
sz002252,上海莱士
sz002253,川大智胜
sz002254,泰和新材
sz002255,*ST海陆
sz002256,*ST兆新
sz002258,利尔化学
sz002259,*ST升达
sz002260,*ST德奥
sz002261,拓维信息
sz002262,恩华药业
sz002263,大东南
sz002264,新 华 都
sz002265,西仪股份
sz002266,浙富控股
sz002267,陕天然气
sz002268,卫 士 通
sz002269,美邦服饰
sz002270,华明装备
sz002271,东方雨虹
sz002272,川润股份
sz002273,水晶光电
sz002274,华昌化工
sz002275,桂林三金
sz002276,万马股份
sz002277,友阿股份
sz002278,神开股份
sz002279,久其软件
sz002280,*ST联络
sz002281,光迅科技
sz002282,博深股份
sz002283,天润工业
sz002284,亚太股份
sz002285,世联行
sz002286,保龄宝
sz002287,奇正藏药
sz002288,超华科技
sz002289,ST宇顺
sz002290,*ST中科
sz002291,星期六
sz002292,奥飞娱乐
sz002293,罗莱生活
sz002294,信立泰
sz002295,精艺股份
sz002296,辉煌科技
sz002297,博云新材
sz002298,中电兴发
sz002299,圣农发展
sz002300,太阳电缆
sz002301,齐心集团
sz002302,西部建设
sz002303,美盈森
sz002304,洋河股份
sz002305,南国置业
sz002306,ST云网
sz002307,北新路桥
sz002308,威创股份
sz002309,中利集团
sz002310,东方园林
sz002311,海大集团
sz002312,三泰控股
sz002313,日海智能
sz002314,南山控股
sz002315,焦点科技
sz002316,亚联发展
sz002317,众生药业
sz002318,久立特材
sz002319,*ST乐通
sz002320,海峡股份
sz002321,华英农业
sz002322,理工环科
sz002323,*ST雅博
sz002324,普利特
sz002325,洪涛股份
sz002326,永太科技
sz002327,富安娜
sz002328,新朋股份
sz002329,皇氏集团
sz002330,得利斯
sz002331,皖通科技
sz002332,仙琚制药
sz002333,ST罗普
sz002334,英威腾
sz002335,科华恒盛
sz002336,ST人乐
sz002337,赛象科技
sz002338,奥普光电
sz002339,积成电子
sz002340,格林美
sz002341,新纶科技
sz002342,巨力索具
sz002343,慈文传媒
sz002344,海宁皮城
sz002345,潮宏基
sz002346,柘中股份
sz002347,泰尔股份
sz002348,高乐股份
sz002349,精华制药
sz002350,北京科锐
sz002351,漫步者
sz002352,顺丰控股
sz002353,杰瑞股份
sz002354,*ST天娱
sz002355,兴民智通
sz002356,*ST赫美
sz002357,富临运业
sz002358,森源电气
sz002359,*ST北讯
sz002360,同德化工
sz002361,神剑股份
sz002362,汉王科技
sz002363,隆基机械
sz002364,中恒电气
sz002365,永安药业
sz002366,台海核电
sz002367,康力电梯
sz002368,太极股份
sz002369,卓翼科技
sz002370,亚太药业
sz002371,北方华创
sz002372,伟星新材
sz002373,千方科技
sz002374,丽鹏股份
sz002375,亚厦股份
sz002376,新北洋
sz002377,国创高新
sz002378,章源钨业
sz002379,宏创控股
sz002380,科远智慧
sz002381,双箭股份
sz002382,蓝帆医疗
sz002383,合众思壮
sz002384,东山精密
sz002385,大北农
sz002386,天原集团
sz002387,维信诺
sz002388,新亚制程
sz002389,航天彩虹
sz002390,信邦制药
sz002391,长青股份
sz002392,北京利尔
sz002393,力生制药
sz002394,联发股份
sz002395,双象股份
sz002396,星网锐捷
sz002397,梦洁股份
sz002398,垒知集团
sz002399,海普瑞
sz002400,省广集团
sz002401,中远海科
sz002402,和而泰
sz002403,爱仕达
sz002404,嘉欣丝绸
sz002405,四维图新
sz002406,远东传动
sz002407,多氟多
sz002408,齐翔腾达
sz002409,雅克科技
sz002410,广联达
sz002411,延安必康
sz002412,汉森制药
sz002413,雷科防务
sz002414,高德红外
sz002415,海康威视
sz002416,爱施德
sz002417,深南股份
sz002418,*ST康盛
sz002419,天虹股份
sz002420,*ST毅昌
sz002421,达实智能
sz002422,科伦药业
sz002423,中粮资本
sz002424,贵州百灵
sz002425,凯撒文化
sz002426,*ST胜利
sz002427,*ST尤夫
sz002428,云南锗业
sz002429,兆驰股份
sz002430,杭氧股份
sz002431,棕榈股份
sz002432,九安医疗
sz002433,太安堂
sz002434,万里扬
sz002435,长江健康
sz002436,兴森科技
sz002437,誉衡药业
sz002438,江苏神通
sz002439,启明星辰
sz002440,闰土股份
sz002441,众业达
sz002442,龙星化工
sz002443,金洲管道
sz002444,巨星科技
sz002445,*ST中南
sz002446,盛路通信
sz002447,*ST晨鑫
sz002448,中原内配
sz002449,国星光电
sz002450,*ST康得
sz002451,摩恩电气
sz002452,长高集团
sz002453,华软科技
sz002454,松芝股份
sz002455,百川股份
sz002456,欧菲光
sz002457,青龙管业
sz002458,益生股份
sz002459,晶澳科技
sz002460,赣锋锂业
sz002461,珠江啤酒
sz002462,嘉事堂
sz002463,沪电股份
sz002464,众应互联
sz002465,海格通信
sz002466,天齐锂业
sz002467,二六三
sz002468,申通快递
sz002469,三维工程
sz002470,*ST金正
sz002471,中超控股
sz002472,双环传动
sz002473,圣莱达
sz002474,榕基软件
sz002475,立讯精密
sz002476,宝莫股份
sz002478,常宝股份
sz002479,富春环保
sz002480,新筑股份
sz002481,双塔食品
sz002482,广田集团
sz002483,润邦股份
sz002484,江海股份
sz002485,希努尔
sz002486,嘉麟杰
sz002487,大金重工
sz002488,金固股份
sz002489,浙江永强
sz002490,山东墨龙
sz002491,通鼎互联
sz002492,恒基达鑫
sz002493,荣盛石化
sz002494,华斯股份
sz002495,佳隆股份
sz002496,*ST辉丰
sz002497,雅化集团
sz002498,汉缆股份
sz002499,*ST科林
sz002500,山西证券
sz002501,*ST利源
sz002502,*ST鼎龙
sz002503,搜于特
sz002504,弘高创意
sz002505,大康农业
sz002506,协鑫集成
sz002507,涪陵榨菜
sz002508,老板电器
sz002509,天茂退
sz002510,天汽模
sz002511,中顺洁柔
sz002512,达华智能
sz002513,*ST蓝丰
sz002514,宝馨科技
sz002515,金字火腿
sz002516,旷达科技
sz002517,恺英网络
sz002518,科士达
sz002519,银河电子
sz002520,日发精机
sz002521,齐峰新材
sz002522,浙江众成
sz002523,天桥起重
sz002524,光正集团
sz002526,山东矿机
sz002527,新时达
sz002528,英飞拓
sz002529,*ST海源
sz002530,金财互联
sz002531,天顺风能
sz002532,新界泵业
sz002533,金杯电工
sz002534,杭锅股份
sz002535,*ST林重
sz002536,飞龙股份
sz002537,海联金汇
sz002538,司尔特
sz002539,云图控股
sz002540,亚太科技
sz002541,鸿路钢构
sz002542,中化岩土
sz002543,万和电气
sz002544,杰赛科技
sz002545,东方铁塔
sz002546,新联电子
sz002547,春兴精工
sz002548,金新农
sz002549,凯美特气
sz002550,千红制药
sz002551,尚荣医疗
sz002552,宝鼎科技
sz002553,南方轴承
sz002554,惠博普
sz002555,三七互娱
sz002556,辉隆股份
sz002557,洽洽食品
sz002558,巨人网络
sz002559,亚威股份
sz002560,通达股份
sz002561,徐家汇
sz002562,兄弟科技
sz002563,森马服饰
sz002564,天沃科技
sz002565,顺灏股份
sz002566,益盛药业
sz002567,唐人神
sz002568,百润股份
sz002569,ST步森
sz002570,贝因美
sz002571,德力股份
sz002572,索菲亚
sz002573,清新环境
sz002574,明牌珠宝
sz002575,*ST群兴
sz002576,通达动力
sz002577,雷柏科技
sz002578,闽发铝业
sz002579,中京电子
sz002580,圣阳股份
sz002581,未名医药
sz002582,好想你
sz002583,海能达
sz002584,西陇科学
sz002585,双星新材
sz002586,*ST围海
sz002587,奥拓电子
sz002588,史丹利
sz002589,瑞康医药
sz002590,万安科技
sz002591,恒大高新
sz002592,ST八菱
sz002593,日上集团
sz002594,比亚迪
sz002595,豪迈科技
sz002596,海南瑞泽
sz002597,金禾实业
sz002598,山东章鼓
sz002599,盛通股份
sz002600,领益智造
sz002601,龙蟒佰利
sz002602,世纪华通
sz002603,以岭药业
sz002604,龙力退
sz002605,姚记科技
sz002606,大连电瓷
sz002607,中公教育
sz002608,江苏国信
sz002609,捷顺科技
sz002610,爱康科技
sz002611,东方精工
sz002612,朗姿股份
sz002613,北玻股份
sz002614,奥佳华
sz002615,哈尔斯
sz002616,长青集团
sz002617,露笑科技
sz002618,丹邦科技
sz002619,艾格拉斯
sz002620,瑞和股份
sz002621,美吉姆
sz002622,融钰集团
sz002623,亚玛顿
sz002624,完美世界
sz002625,光启技术
sz002626,金达威
sz002627,宜昌交运
sz002628,成都路桥
sz002629,*ST仁智
sz002630,华西能源
sz002631,德尔未来
sz002632,道明光学
sz002633,申科股份
sz002634,棒杰股份
sz002635,安洁科技
sz002636,金安国纪
sz002637,赞宇科技
sz002638,*ST勤上
sz002639,雪人股份
sz002640,跨境通
sz002641,永高股份
sz002642,荣之联
sz002643,万润股份
sz002644,佛慈制药
sz002645,华宏科技
sz002646,青青稞酒
sz002647,仁东控股
sz002648,卫星石化
sz002649,博彦科技
sz002650,ST加加
sz002651,利君股份
sz002652,扬子新材
sz002653,海思科
sz002654,万润科技
sz002655,共达电声
sz002656,ST摩登
sz002657,中科金财
sz002658,雪迪龙
sz002659,凯文教育
sz002660,茂硕电源
sz002661,克明面业
sz002662,京威股份
sz002663,普邦股份
sz002664,长鹰信质
sz002665,首航高科
sz002666,德联集团
sz002667,鞍重股份
sz002668,奥马电器
sz002669,康达新材
sz002670,国盛金控
sz002671,龙泉股份
sz002672,东江环保
sz002673,西部证券
sz002674,兴业科技
sz002675,东诚药业
sz002676,顺威股份
sz002677,浙江美大
sz002678,珠江钢琴
sz002679,福建金森
sz002681,*ST奋达
sz002682,龙洲股份
sz002683,宏大爆破
sz002684,*ST猛狮
sz002685,华东重机
sz002686,亿利达
sz002687,乔治白
sz002688,金河生物
sz002689,远大智能
sz002690,美亚光电
sz002691,冀凯股份
sz002692,ST远程
sz002693,双成药业
sz002694,顾地科技
sz002695,煌上煌
sz002696,百洋股份
sz002697,红旗连锁
sz002698,博实股份
sz002699,美盛文化
sz002700,ST浩源
sz002701,奥瑞金
sz002702,海欣食品
sz002703,浙江世宝
sz002705,新宝股份
sz002706,良信电器
sz002707,众信旅游
sz002708,光洋股份
sz002709,天赐材料
sz002711,*ST欧浦
sz002712,思美传媒
sz002713,东易日盛
sz002714,牧原股份
sz002715,登云股份
sz002716,*ST金贵
sz002717,岭南股份
sz002718,友邦吊顶
sz002719,*ST麦趣
sz002721,金一文化
sz002722,金轮股份
sz002723,金莱特
sz002724,海洋王
sz002725,跃岭股份
sz002726,龙大肉食
sz002727,一心堂
sz002728,特一药业
sz002729,好利来
sz002730,电光科技
sz002731,萃华珠宝
sz002732,燕塘乳业
sz002733,雄韬股份
sz002734,利民股份
sz002735,王子新材
sz002736,国信证券
sz002737,葵花药业
sz002738,中矿资源
sz002739,万达电影
sz002740,爱迪尔
sz002741,光华科技
sz002742,三圣股份
sz002743,富煌钢构
sz002745,木林森
sz002746,仙坛股份
sz002747,埃斯顿
sz002748,世龙实业
sz002749,国光股份
sz002750,龙津药业
sz002751,易尚展示
sz002752,昇兴股份
sz002753,永东股份
sz002755,奥赛康
sz002756,永兴材料
sz002757,南兴股份
sz002758,华通医药
sz002759,天际股份
sz002760,凤形股份
sz002761,多喜爱
sz002762,金发拉比
sz002763,汇洁股份
sz002765,蓝黛传动
sz002766,*ST索菱
sz002767,先锋电子
sz002768,国恩股份
sz002769,普路通
sz002770,ST科迪
sz002771,真视通
sz002772,众兴菌业
sz002773,康弘药业
sz002774,快意电梯
sz002775,文科园林
sz002776,柏堡龙
sz002777,久远银海
sz002778,高科石化
sz002779,中坚科技
sz002780,三夫户外
sz002781,奇信股份
sz002782,可立克
sz002783,凯龙股份
sz002785,万里石
sz002786,银宝山新
sz002787,华源控股
sz002788,鹭燕医药
sz002789,建艺集团
sz002790,瑞尔特
sz002791,坚朗五金
sz002792,通宇通讯
sz002793,罗欣药业
sz002795,永和智控
sz002796,世嘉科技
sz002797,第一创业
sz002798,帝欧家居
sz002799,环球印务
sz002800,天顺股份
sz002801,微光股份
sz002802,洪汇新材
sz002803,吉宏股份
sz002805,丰元股份
sz002806,华锋股份
sz002807,江阴银行
sz002808,恒久科技
sz002809,红墙股份
sz002810,山东赫达
sz002811,郑中设计
sz002812,恩捷股份
sz002813,路畅科技
sz002815,崇达技术
sz002816,和科达
sz002817,黄山胶囊
sz002818,富森美
sz002819,东方中科
sz002820,桂发祥
sz002821,凯莱英
sz002822,中装建设
sz002823,凯中精密
